IP:PORT, LOSS, DELAY
162.159.192.84:939,0.00%,137 ms
162.159.192.13:955,0.00%,137 ms
162.159.195.183:8854,0.00%,139 ms
162.159.195.123:2506,0.00%,139 ms
162.159.192.97:1018,0.00%,139 ms
162.159.195.234:946,0.00%,139 ms
162.159.192.217:942,0.00%,140 ms
162.159.192.105:2506,0.00%,140 ms
162.159.192.80:1843,0.00%,140 ms
162.159.192.193:5279,0.00%,140 ms
162.159.192.150:1387,0.00%,140 ms
162.159.195.232:1180,0.00%,140 ms
162.159.195.133:1010,0.00%,140 ms
162.159.192.189:7156,0.00%,140 ms
162.159.192.194:946,0.00%,141 ms
162.159.192.189:1010,0.00%,141 ms
162.159.195.189:8854,0.00%,141 ms
162.159.195.164:988,0.00%,141 ms
162.159.192.158:3138,0.00%,141 ms
162.159.192.248:988,0.00%,141 ms
162.159.192.212:942,0.00%,141 ms
162.159.195.91:7156,0.00%,141 ms
162.159.195.25:3581,0.00%,141 ms
162.159.192.242:988,0.00%,141 ms
162.159.192.115:2506,0.00%,141 ms
162.159.192.97:939,0.00%,141 ms
162.159.195.14:7156,0.00%,142 ms
162.159.195.92:968,0.00%,142 ms
162.159.195.105:2506,0.00%,142 ms
162.159.195.20:4233,0.00%,142 ms
162.159.192.227:942,0.00%,142 ms
162.159.192.140:968,0.00%,142 ms
162.159.195.31:4233,0.00%,142 ms
162.159.192.132:8742,0.00%,142 ms
162.159.192.150:3138,0.00%,142 ms
162.159.192.77:2506,0.00%,142 ms
162.159.192.203:5279,0.00%,142 ms
162.159.195.119:946,0.00%,142 ms
162.159.195.168:928,0.00%,142 ms
162.159.192.226:942,0.00%,142 ms
162.159.195.103:7156,0.00%,142 ms
162.159.195.184:8854,0.00%,142 ms
162.159.192.81:939,0.00%,142 ms
162.159.192.92:1018,0.00%,142 ms
162.159.192.248:5279,0.00%,142 ms
162.159.192.202:5279,0.00%,142 ms
162.159.195.250:908,0.00%,142 ms
162.159.195.190:928,0.00%,142 ms
162.159.192.250:988,0.00%,143 ms
162.159.192.116:2506,0.00%,143 ms
162.159.195.46:908,0.00%,143 ms
162.159.195.169:928,0.00%,143 ms
162.159.195.200:2506,0.00%,143 ms
162.159.192.92:939,0.00%,143 ms
162.159.195.234:1180,0.00%,143 ms
162.159.192.231:942,0.00%,143 ms
162.159.195.60:4500,0.00%,143 ms
162.159.192.202:946,0.00%,143 ms
162.159.195.87:968,0.00%,143 ms
162.159.192.201:5279,0.00%,143 ms
162.159.195.178:928,0.00%,143 ms
162.159.195.254:908,0.00%,143 ms
162.159.195.164:928,0.00%,143 ms
162.159.195.223:946,0.00%,143 ms
162.159.192.11:8319,0.00%,143 ms
162.159.192.68:1843,0.00%,143 ms
162.159.195.219:946,0.00%,143 ms
162.159.195.44:908,0.00%,143 ms
162.159.195.32:3581,0.00%,143 ms
162.159.192.112:2506,0.00%,143 ms
162.159.195.159:988,0.00%,143 ms
162.159.195.184:928,0.00%,143 ms
162.159.192.227:1014,0.00%,143 ms
162.159.192.71:1843,0.00%,143 ms
162.159.192.60:1843,0.00%,143 ms
162.159.192.194:5279,0.00%,143 ms
162.159.195.158:928,0.00%,143 ms
162.159.192.115:1074,0.00%,143 ms
162.159.195.43:3138,0.00%,143 ms
162.159.195.52:908,0.00%,144 ms
162.159.195.88:968,0.00%,144 ms
162.159.192.51:1843,0.00%,144 ms
162.159.195.235:1180,0.00%,144 ms
162.159.192.68:2506,0.00%,144 ms
162.159.195.206:4177,0.00%,144 ms
162.159.192.65:2506,0.00%,144 ms
162.159.192.205:946,0.00%,144 ms
162.159.192.192:946,0.00%,144 ms
162.159.195.32:4233,0.00%,144 ms
162.159.195.186:8854,0.00%,144 ms
162.159.195.239:946,0.00%,144 ms
162.159.195.9:8886,0.00%,144 ms
162.159.192.53:1843,0.00%,144 ms
162.159.192.8:8319,0.00%,144 ms
162.159.192.82:1018,0.00%,144 ms
162.159.195.181:928,0.00%,144 ms
162.159.195.48:3138,0.00%,144 ms
162.159.192.11:955,0.00%,145 ms
162.159.195.247:1180,0.00%,145 ms
162.159.192.173:7156,0.00%,145 ms
162.159.195.183:928,0.00%,145 ms
162.159.195.151:928,0.00%,145 ms
162.159.195.87:7156,0.00%,145 ms
162.159.192.131:8742,0.00%,145 ms
162.159.192.67:1843,0.00%,145 ms
162.159.195.24:3581,0.00%,145 ms
162.159.195.235:946,0.00%,145 ms
162.159.192.40:8319,0.00%,145 ms
162.159.195.51:908,0.00%,145 ms
162.159.192.81:1018,0.00%,145 ms
162.159.192.213:1014,0.00%,145 ms
162.159.195.43:908,0.00%,145 ms
162.159.195.137:8854,0.00%,145 ms
162.159.195.40:3138,0.00%,145 ms
162.159.192.67:2506,0.00%,145 ms
162.159.192.29:8319,0.00%,145 ms
162.159.192.72:2506,0.00%,145 ms
162.159.195.191:8854,0.00%,145 ms
162.159.195.225:1180,0.00%,145 ms
162.159.192.167:3138,0.00%,145 ms
162.159.195.31:3581,0.00%,145 ms
162.159.195.62:4500,0.00%,146 ms
162.159.192.41:8319,0.00%,146 ms
162.159.192.94:1018,0.00%,146 ms
162.159.195.44:3138,0.00%,146 ms
162.159.195.145:1010,0.00%,146 ms
162.159.192.108:2506,0.00%,146 ms
162.159.195.244:946,0.00%,146 ms
162.159.195.29:4233,0.00%,146 ms
162.159.195.92:7156,0.00%,146 ms
162.159.192.94:939,0.00%,146 ms
162.159.195.98:968,0.00%,146 ms
162.159.192.221:1014,0.00%,146 ms
162.159.195.202:4177,0.00%,146 ms
162.159.195.12:8886,0.00%,146 ms
162.159.192.203:946,0.00%,146 ms
162.159.192.254:988,0.00%,146 ms
162.159.195.24:4233,0.00%,146 ms
162.159.195.33:3581,0.00%,146 ms
162.159.192.239:988,0.00%,146 ms
162.159.195.147:928,0.00%,146 ms
162.159.192.28:955,0.00%,146 ms
162.159.195.46:3138,0.00%,146 ms
162.159.192.12:8319,0.00%,146 ms
162.159.195.147:988,0.00%,146 ms
162.159.195.143:8854,0.00%,146 ms
162.159.195.35:3581,0.00%,146 ms
162.159.195.233:946,0.00%,146 ms
162.159.192.186:7156,0.00%,146 ms
162.159.195.194:4177,0.00%,146 ms
162.159.195.52:3138,0.00%,146 ms
162.159.192.162:1387,0.00%,146 ms
162.159.195.177:928,0.00%,146 ms
162.159.192.199:946,0.00%,147 ms
162.159.192.20:8319,0.00%,147 ms
162.159.195.118:946,0.00%,147 ms
162.159.192.166:3138,0.00%,147 ms
162.159.195.88:7156,0.00%,147 ms
162.159.192.108:1074,0.00%,147 ms
162.159.192.211:946,0.00%,147 ms
162.159.195.33:4233,0.00%,147 ms
162.159.192.188:1010,0.00%,147 ms
162.159.192.252:988,0.00%,147 ms
162.159.195.239:1180,0.00%,147 ms
162.159.195.186:928,0.00%,147 ms
162.159.195.132:1010,0.00%,147 ms
162.159.192.254:5279,0.00%,147 ms
162.159.195.241:946,0.00%,147 ms
162.159.192.71:2506,0.00%,147 ms
162.159.195.157:928,0.00%,147 ms
162.159.192.43:955,0.00%,147 ms
162.159.195.178:8854,0.00%,147 ms
162.159.195.181:8854,0.00%,147 ms
162.159.195.48:908,0.00%,147 ms
162.159.195.5:7156,0.00%,147 ms
162.159.192.85:939,0.00%,147 ms
162.159.195.209:4177,0.00%,147 ms
162.159.192.134:968,0.00%,147 ms
162.159.195.20:3581,0.00%,147 ms
162.159.195.73:968,0.00%,147 ms
162.159.195.54:908,0.00%,147 ms
162.159.195.112:946,0.00%,147 ms
162.159.195.106:2506,0.00%,147 ms
162.159.192.85:1018,0.00%,147 ms
162.159.195.2:8886,0.00%,148 ms
162.159.195.86:7156,0.00%,148 ms
162.159.195.86:968,0.00%,148 ms
162.159.195.223:1180,0.00%,148 ms
162.159.195.190:8854,0.00%,148 ms
162.159.192.61:2506,0.00%,148 ms
162.159.192.28:8319,0.00%,148 ms
162.159.192.18:8319,0.00%,148 ms
162.159.195.200:4177,0.00%,148 ms
162.159.192.51:2506,0.00%,148 ms
162.159.192.154:1387,0.00%,148 ms
162.159.195.1:7156,0.00%,148 ms
162.159.195.123:946,0.00%,148 ms
162.159.195.187:928,0.00%,148 ms
162.159.195.132:8854,0.00%,148 ms
162.159.192.131:968,0.00%,148 ms
162.159.192.160:1387,0.00%,148 ms
162.159.192.53:2506,0.00%,148 ms
162.159.192.141:8742,0.00%,149 ms
162.159.195.159:928,0.00%,149 ms
162.159.195.232:946,0.00%,149 ms
162.159.192.138:968,0.00%,149 ms
162.159.195.12:7156,0.00%,149 ms
162.159.192.186:1010,0.00%,149 ms
162.159.192.213:942,0.00%,149 ms
162.159.195.39:908,0.00%,149 ms
162.159.195.58:3138,0.00%,149 ms
162.159.195.72:4500,0.00%,149 ms
162.159.195.21:3581,0.00%,149 ms
162.159.192.113:2506,0.00%,149 ms
162.159.195.84:968,0.00%,149 ms
162.159.192.33:8319,0.00%,149 ms
162.159.195.158:988,0.00%,149 ms
162.159.192.252:5279,0.00%,149 ms
162.159.195.102:968,0.00%,149 ms
162.159.192.44:955,0.00%,150 ms
162.159.195.1:8886,0.00%,150 ms
162.159.192.77:1843,0.00%,150 ms
162.159.192.174:1010,0.00%,150 ms
162.159.192.105:1074,0.00%,150 ms
162.159.192.226:1014,0.00%,150 ms
162.159.195.72:968,0.00%,150 ms
162.159.195.3:8886,0.00%,150 ms
162.159.195.236:1180,0.00%,150 ms
162.159.192.151:1387,0.00%,150 ms
162.159.192.138:8742,0.00%,150 ms
162.159.192.205:5279,0.00%,150 ms
162.159.195.90:968,0.00%,151 ms
162.159.195.135:1010,0.00%,151 ms
162.159.192.116:1074,0.00%,151 ms
162.159.195.111:946,0.00%,151 ms
162.159.195.62:968,0.00%,151 ms
162.159.195.2:7156,0.00%,151 ms
162.159.192.48:955,0.00%,151 ms
162.159.192.31:8319,0.00%,151 ms
162.159.195.207:4177,0.00%,151 ms
162.159.195.226:1180,0.00%,151 ms
162.159.195.108:2506,0.00%,151 ms
162.159.195.17:4233,0.00%,151 ms
162.159.195.205:2506,0.00%,151 ms
162.159.195.209:2506,0.00%,151 ms
162.159.195.247:946,0.00%,151 ms
162.159.192.15:8319,0.00%,151 ms
162.159.192.192:5279,0.00%,151 ms
162.159.195.143:1010,0.00%,152 ms
162.159.192.212:1014,0.00%,152 ms
162.159.195.196:4177,0.00%,152 ms
162.159.192.107:2506,0.00%,152 ms
162.159.195.218:2506,0.00%,152 ms
162.159.192.176:7156,0.00%,152 ms
162.159.195.207:2506,0.00%,152 ms
162.159.195.9:7156,0.00%,152 ms
162.159.192.141:968,0.00%,152 ms
162.159.195.244:1180,0.00%,152 ms
162.159.195.177:8854,0.00%,152 ms
162.159.195.205:4177,0.00%,152 ms
162.159.195.224:946,0.00%,152 ms
162.159.195.73:4500,0.00%,152 ms
162.159.192.177:1010,0.00%,152 ms
162.159.195.51:3138,0.00%,153 ms
162.159.192.207:5279,0.00%,153 ms
162.159.192.18:955,0.00%,153 ms
162.159.195.216:2506,0.00%,153 ms
162.159.192.198:946,0.00%,153 ms
162.159.195.126:2506,0.00%,153 ms
162.159.192.199:5279,0.00%,153 ms
162.159.192.106:1074,0.00%,153 ms
162.159.195.36:4233,0.00%,153 ms
162.159.192.79:1843,0.00%,153 ms
162.159.192.223:1014,0.00%,153 ms
162.159.195.141:1010,0.00%,153 ms
162.159.192.215:1014,0.00%,153 ms
162.159.195.82:968,0.00%,153 ms
162.159.195.179:8854,0.00%,153 ms
162.159.195.130:1010,0.00%,154 ms
162.159.195.226:946,0.00%,154 ms
162.159.195.225:946,0.00%,154 ms
162.159.192.142:968,0.00%,154 ms
162.159.192.106:2506,0.00%,154 ms
162.159.195.246:946,0.00%,154 ms
162.159.192.222:942,0.00%,154 ms
162.159.195.67:4500,0.00%,154 ms
162.159.195.81:968,0.00%,154 ms
162.159.192.244:988,0.00%,154 ms
162.159.192.162:3138,0.00%,154 ms
162.159.195.13:8886,0.00%,155 ms
162.159.192.0:8319,0.00%,155 ms
162.159.195.54:3138,0.00%,155 ms
162.159.195.198:4177,0.00%,155 ms
162.159.195.19:4233,0.00%,155 ms
162.159.192.233:942,0.00%,155 ms
162.159.195.65:968,0.00%,155 ms
162.159.195.153:928,0.00%,155 ms
162.159.192.88:1018,0.00%,155 ms
162.159.192.207:946,0.00%,155 ms
162.159.192.223:942,0.00%,155 ms
162.159.195.246:1180,0.00%,155 ms
162.159.195.128:946,0.00%,156 ms
162.159.195.16:4233,0.00%,156 ms
162.159.195.11:8886,0.00%,156 ms
162.159.192.22:955,0.00%,156 ms
162.159.192.63:1843,0.00%,156 ms
162.159.195.134:1010,0.00%,156 ms
162.159.195.173:928,0.00%,156 ms
162.159.192.33:955,0.00%,156 ms
162.159.195.13:7156,0.00%,156 ms
162.159.192.160:3138,0.00%,156 ms
162.159.195.171:928,0.00%,156 ms
162.159.195.192:8854,0.00%,157 ms
162.159.195.134:8854,0.00%,157 ms
162.159.195.69:4500,0.00%,157 ms
162.159.195.99:7156,0.00%,157 ms
162.159.195.8:8886,0.00%,157 ms
162.159.195.126:946,0.00%,157 ms
162.159.195.11:7156,0.00%,157 ms
162.159.195.128:2506,0.00%,157 ms
162.159.195.221:946,0.00%,157 ms
162.159.192.211:5279,0.00%,157 ms
162.159.192.86:1018,0.00%,157 ms
162.159.192.126:968,0.00%,157 ms
162.159.195.78:4500,0.00%,157 ms
162.159.192.222:1014,0.00%,157 ms
162.159.195.23:4233,0.00%,157 ms
162.159.195.27:3581,0.00%,157 ms
162.159.195.121:2506,0.00%,158 ms
162.159.192.164:1387,0.00%,158 ms
162.159.195.113:2506,0.00%,158 ms
162.159.192.234:942,0.00%,158 ms
162.159.192.187:1010,0.00%,158 ms
162.159.192.139:968,0.00%,158 ms
162.159.195.238:946,0.00%,158 ms
162.159.195.37:3581,0.00%,158 ms
162.159.192.245:5279,0.00%,158 ms
162.159.195.90:7156,0.00%,158 ms
162.159.192.17:8319,0.00%,158 ms
162.159.195.113:946,0.00%,159 ms
162.159.192.46:8319,0.00%,159 ms
162.159.192.126:8742,0.00%,159 ms
162.159.195.156:928,0.00%,159 ms
162.159.195.204:2506,0.00%,159 ms
162.159.195.67:968,0.00%,159 ms
162.159.195.30:3581,0.00%,159 ms
162.159.195.7:8886,0.00%,159 ms
162.159.192.180:1010,0.00%,159 ms
162.159.192.154:3138,0.00%,159 ms
162.159.195.106:946,0.00%,159 ms
162.159.192.155:3138,0.00%,159 ms
162.159.195.228:946,0.00%,159 ms
162.159.195.19:3581,0.00%,159 ms
162.159.195.213:4177,0.00%,159 ms
162.159.192.168:1387,0.00%,159 ms
162.159.195.50:3138,0.00%,160 ms
162.159.195.204:4177,0.00%,160 ms
162.159.192.25:8319,0.00%,160 ms
162.159.195.176:928,0.00%,160 ms
162.159.192.184:7156,0.00%,160 ms
162.159.195.45:908,0.00%,160 ms
162.159.192.58:1843,0.00%,160 ms
162.159.192.88:939,0.00%,160 ms
162.159.192.240:5279,0.00%,160 ms
162.159.192.98:939,0.00%,160 ms
162.159.195.26:4233,0.00%,160 ms
162.159.195.199:4177,0.00%,160 ms
162.159.192.245:988,0.00%,160 ms
162.159.192.229:1014,0.00%,160 ms
162.159.192.209:946,0.00%,160 ms
162.159.195.47:908,0.00%,160 ms
162.159.192.219:942,0.00%,160 ms
162.159.192.181:7156,0.00%,160 ms
162.159.192.197:946,0.00%,160 ms
162.159.192.121:1074,0.00%,160 ms
162.159.192.165:1387,0.00%,160 ms
162.159.192.147:968,0.00%,160 ms
162.159.195.245:946,0.00%,160 ms
162.159.195.160:988,0.00%,160 ms
162.159.195.245:1180,0.00%,160 ms
162.159.192.197:5279,0.00%,160 ms
162.159.192.111:1074,0.00%,160 ms
162.159.192.17:955,0.00%,160 ms
162.159.195.160:928,0.00%,161 ms
162.159.195.173:8854,0.00%,161 ms
162.159.192.183:7156,0.00%,161 ms
162.159.192.171:1387,0.00%,161 ms
162.159.192.181:1010,0.00%,161 ms
162.159.195.148:988,0.00%,161 ms
162.159.195.172:8854,0.00%,161 ms
162.159.195.76:4500,0.00%,161 ms
162.159.195.64:4500,0.00%,161 ms
162.159.195.57:3138,0.00%,161 ms
162.159.192.119:2506,0.00%,161 ms
162.159.192.129:8742,0.00%,161 ms
162.159.192.110:1074,0.00%,161 ms
162.159.192.148:8742,0.00%,161 ms
162.159.195.242:946,0.00%,161 ms
162.159.192.175:1010,0.00%,161 ms
162.159.195.131:1010,0.00%,161 ms
162.159.192.100:939,0.00%,161 ms
162.159.192.39:8319,0.00%,161 ms
162.159.195.85:7156,0.00%,161 ms
162.159.192.171:3138,0.00%,161 ms
162.159.195.166:988,0.00%,161 ms
162.159.195.188:928,0.00%,161 ms
162.159.192.216:942,0.00%,161 ms
162.159.192.238:988,0.00%,161 ms
162.159.192.175:7156,0.00%,161 ms
162.159.192.124:2506,0.00%,161 ms
162.159.195.201:4177,0.00%,162 ms
162.159.195.240:1180,0.00%,162 ms
162.159.195.80:4500,0.00%,162 ms
162.159.195.124:2506,0.00%,162 ms
162.159.192.74:2506,0.00%,162 ms
162.159.192.195:5279,0.00%,162 ms
162.159.192.122:1074,0.00%,162 ms
162.159.192.161:1387,0.00%,162 ms
162.159.192.42:8319,0.00%,162 ms
162.159.195.0:8886,0.00%,162 ms
162.159.192.5:955,0.00%,162 ms
162.159.192.36:955,0.00%,162 ms
162.159.195.182:928,0.00%,162 ms
162.159.192.79:2506,0.00%,162 ms
162.159.195.49:908,0.00%,162 ms
162.159.195.70:4500,0.00%,162 ms
162.159.192.132:968,0.00%,162 ms
162.159.195.93:968,0.00%,162 ms
162.159.195.185:8854,0.00%,162 ms
162.159.192.90:939,0.00%,162 ms
162.159.195.42:3138,0.00%,162 ms
162.159.192.253:988,0.00%,162 ms
162.159.192.100:1018,0.00%,162 ms
162.159.195.171:988,0.00%,162 ms
162.159.195.57:908,0.00%,162 ms
162.159.192.235:1014,0.00%,162 ms
162.159.192.156:1387,0.00%,162 ms
162.159.192.206:5279,0.00%,162 ms
162.159.195.217:2506,0.00%,162 ms
162.159.192.230:1014,0.00%,162 ms
162.159.192.146:968,0.00%,162 ms
162.159.192.75:1843,0.00%,162 ms
162.159.195.210:4177,0.00%,162 ms
162.159.192.25:955,0.00%,162 ms
162.159.192.243:988,0.00%,162 ms
162.159.195.203:4177,0.00%,162 ms
162.159.192.96:1018,0.00%,162 ms
162.159.192.90:1018,0.00%,162 ms
162.159.195.107:946,0.00%,162 ms
162.159.192.102:939,0.00%,162 ms
162.159.195.161:928,0.00%,162 ms
162.159.192.23:955,0.00%,163 ms
162.159.195.125:946,0.00%,163 ms
162.159.192.145:968,0.00%,163 ms
162.159.195.79:4500,0.00%,163 ms
162.159.192.238:5279,0.00%,163 ms
162.159.192.46:955,0.00%,163 ms
162.159.195.167:988,0.00%,163 ms
162.159.195.152:988,0.00%,163 ms
162.159.192.228:942,0.00%,163 ms
162.159.195.211:4177,0.00%,163 ms
162.159.192.225:942,0.00%,163 ms
162.159.192.56:1843,0.00%,163 ms
162.159.195.10:7156,0.00%,163 ms
162.159.192.31:955,0.00%,163 ms
162.159.195.69:968,0.00%,163 ms
162.159.195.243:1180,0.00%,163 ms
162.159.195.125:2506,0.00%,163 ms
162.159.195.163:988,0.00%,163 ms
162.159.192.184:1010,0.00%,163 ms
162.159.192.120:1074,0.00%,163 ms
162.159.192.110:2506,0.00%,163 ms
162.159.195.231:1180,0.00%,163 ms
162.159.195.104:946,0.00%,163 ms
162.159.192.19:955,0.00%,164 ms
162.159.192.168:3138,0.00%,164 ms
162.159.192.153:3138,0.00%,164 ms
162.159.192.137:968,0.00%,164 ms
162.159.195.115:946,0.00%,164 ms
162.159.195.26:3581,0.00%,164 ms
162.159.192.128:8742,0.00%,164 ms
162.159.192.38:8319,0.00%,164 ms
162.159.195.18:3581,0.00%,164 ms
162.159.195.203:2506,0.00%,164 ms
162.159.192.235:942,0.00%,164 ms
162.159.195.251:1074,0.00%,164 ms
162.159.192.22:8319,0.00%,164 ms
162.159.195.242:1180,0.00%,164 ms
162.159.192.56:2506,0.00%,164 ms
162.159.192.23:8319,0.00%,164 ms
162.159.192.225:1014,0.00%,164 ms
162.159.195.215:2506,0.00%,164 ms
162.159.195.195:4177,0.00%,164 ms
162.159.195.139:1010,0.00%,164 ms
162.159.192.102:1018,0.00%,164 ms
162.159.195.253:908,0.00%,164 ms
162.159.195.185:928,0.00%,164 ms
162.159.195.42:908,0.00%,164 ms
162.159.192.74:1843,0.00%,164 ms
162.159.192.127:8742,0.00%,164 ms
162.159.192.237:988,0.00%,164 ms
162.159.192.139:8742,0.00%,164 ms
162.159.195.236:946,0.00%,164 ms
162.159.195.7:7156,0.00%,164 ms
162.159.192.218:1014,0.00%,165 ms
162.159.192.52:1843,0.00%,165 ms
162.159.195.95:7156,0.00%,165 ms
162.159.195.56:3138,0.00%,165 ms
162.159.195.70:968,0.00%,165 ms
162.159.195.50:908,0.00%,165 ms
162.159.195.75:4500,0.00%,165 ms
162.159.192.190:1010,0.00%,165 ms
162.159.192.50:8319,0.00%,165 ms
162.159.192.27:8319,0.00%,165 ms
162.159.195.193:928,0.00%,165 ms
162.159.192.128:968,0.00%,165 ms
162.159.192.19:8319,0.00%,165 ms
162.159.192.152:1387,0.00%,165 ms
162.159.195.138:1010,0.00%,165 ms
162.159.192.45:955,0.00%,165 ms
162.159.195.66:968,0.00%,165 ms
162.159.195.222:1180,0.00%,165 ms
162.159.195.28:4233,0.00%,165 ms
162.159.195.122:2506,0.00%,165 ms
162.159.195.4:7156,0.00%,165 ms
162.159.195.75:968,0.00%,165 ms
162.159.192.183:1010,0.00%,165 ms
162.159.195.116:946,0.00%,165 ms
162.159.195.38:3581,0.00%,165 ms
162.159.192.54:2506,0.00%,165 ms
162.159.192.218:942,0.00%,165 ms
162.159.195.243:946,0.00%,165 ms
162.159.192.170:3138,0.00%,165 ms
162.159.192.241:5279,0.00%,166 ms
162.159.195.193:8854,0.00%,166 ms
162.159.195.4:8886,0.00%,166 ms
162.159.195.248:908,0.00%,166 ms
162.159.195.170:988,0.00%,166 ms
162.159.192.83:1018,0.00%,166 ms
162.159.195.83:968,0.00%,166 ms
162.159.192.118:1074,0.00%,166 ms
162.159.195.240:946,0.00%,166 ms
162.159.195.142:1010,0.00%,166 ms
162.159.195.0:7156,0.00%,166 ms
162.159.195.131:8854,0.00%,166 ms
162.159.192.58:2506,0.00%,166 ms
162.159.192.118:2506,0.00%,166 ms
162.159.195.154:928,0.00%,166 ms
162.159.195.114:946,0.00%,166 ms
162.159.195.217:4177,0.00%,166 ms
162.159.195.83:4500,0.00%,166 ms
162.159.192.57:1843,0.00%,166 ms
162.159.195.229:1180,0.00%,167 ms
162.159.195.180:8854,0.00%,167 ms
162.159.192.54:1843,0.00%,167 ms
162.159.192.214:942,0.00%,167 ms
162.159.195.156:988,0.00%,167 ms
162.159.195.118:2506,0.00%,167 ms
162.159.195.170:928,0.00%,167 ms
162.159.192.82:939,0.00%,167 ms
162.159.192.64:1843,0.00%,167 ms
162.159.192.130:968,0.00%,167 ms
162.159.195.228:1180,0.00%,167 ms
162.159.195.98:7156,0.00%,168 ms
162.159.195.161:988,0.00%,168 ms
162.159.192.47:8319,0.00%,168 ms
162.159.195.95:968,0.00%,168 ms
162.159.195.220:946,0.00%,168 ms
162.159.195.53:908,0.00%,168 ms
162.159.195.120:2506,0.00%,168 ms
162.159.195.138:8854,0.00%,168 ms
162.159.195.14:8886,0.00%,168 ms
162.159.195.253:1074,0.00%,168 ms
162.159.192.190:7156,0.00%,168 ms
162.159.195.109:2506,0.00%,168 ms
162.159.195.144:1010,0.00%,168 ms
162.159.192.21:955,0.00%,168 ms
162.159.195.197:4177,0.00%,168 ms
162.159.195.96:968,0.00%,168 ms
162.159.192.182:7156,0.00%,168 ms
162.159.192.253:5279,0.00%,169 ms
162.159.192.119:1074,0.00%,169 ms
162.159.195.104:2506,0.00%,169 ms
162.159.192.241:988,0.00%,169 ms
162.159.192.163:3138,0.00%,169 ms
162.159.195.172:928,0.00%,169 ms
162.159.192.206:946,0.00%,169 ms
162.159.195.144:8854,0.00%,169 ms
162.159.195.149:988,0.00%,169 ms
162.159.192.76:2506,0.00%,170 ms
162.159.192.172:7156,0.00%,170 ms
162.159.195.154:988,0.00%,170 ms
162.159.195.213:2506,0.00%,170 ms
162.159.192.89:1018,0.00%,170 ms
162.159.192.37:8319,0.00%,170 ms
162.159.192.70:2506,0.00%,170 ms
162.159.195.38:4233,0.00%,170 ms
162.159.192.66:2506,0.00%,170 ms
162.159.192.137:8742,0.00%,170 ms
162.159.192.130:8742,0.00%,170 ms
162.159.192.87:1018,0.00%,170 ms
162.159.192.145:8742,0.00%,170 ms
162.159.195.15:7156,0.00%,171 ms
162.159.192.251:988,0.00%,171 ms
162.159.195.201:2506,0.00%,171 ms
162.159.195.162:988,0.00%,171 ms
162.159.195.221:1180,0.00%,171 ms
162.159.192.59:1843,0.00%,171 ms
162.159.192.8:955,0.00%,171 ms
162.159.195.214:4177,0.00%,171 ms
162.159.195.89:968,0.00%,171 ms
162.159.192.37:955,0.00%,171 ms
162.159.192.135:968,0.00%,171 ms
162.159.192.147:8742,0.00%,171 ms
162.159.195.250:1074,0.00%,171 ms
162.159.195.135:8854,0.00%,172 ms
162.159.195.28:3581,0.00%,172 ms
162.159.195.174:8854,0.00%,172 ms
162.159.195.249:908,0.00%,172 ms
162.159.192.50:955,0.00%,172 ms
188.114.99.96:8319,0.00%,172 ms
162.159.195.60:968,0.00%,172 ms
188.114.98.64:928,0.00%,172 ms
188.114.96.149:890,0.00%,172 ms
162.159.192.169:3138,0.00%,173 ms
162.159.192.55:1843,0.00%,173 ms
162.159.195.59:908,0.00%,173 ms
162.159.192.246:988,0.00%,173 ms
188.114.97.84:5956,0.00%,173 ms
188.114.96.146:7281,0.00%,173 ms
188.114.96.70:864,0.00%,173 ms
188.114.96.48:7103,0.00%,173 ms
188.114.96.74:864,0.00%,173 ms
188.114.99.184:7103,0.00%,173 ms
162.159.192.246:5279,0.00%,173 ms
162.159.192.78:1843,0.00%,173 ms
162.159.192.69:1843,0.00%,173 ms
162.159.195.202:2506,0.00%,174 ms
188.114.97.135:7156,0.00%,174 ms
188.114.98.254:890,0.00%,174 ms
188.114.99.158:7281,0.00%,174 ms
162.159.192.155:1387,0.00%,174 ms
162.159.192.55:2506,0.00%,174 ms
188.114.98.253:945,0.00%,174 ms
188.114.96.107:8886,0.00%,174 ms
188.114.98.181:1387,0.00%,174 ms
162.159.192.135:8742,0.00%,174 ms
188.114.97.7:7559,0.00%,174 ms
162.159.192.78:2506,0.00%,174 ms
162.159.195.233:1180,0.00%,174 ms
188.114.96.68:864,0.00%,174 ms
188.114.98.236:987,0.00%,174 ms
188.114.99.159:7281,0.00%,174 ms
162.159.192.177:7156,0.00%,174 ms
162.159.195.39:3138,0.00%,174 ms
188.114.98.94:8854,0.00%,174 ms
188.114.96.5:908,0.00%,174 ms
162.159.192.64:2506,0.00%,174 ms
188.114.98.215:934,0.00%,175 ms
188.114.99.177:4233,0.00%,175 ms
188.114.99.46:1387,0.00%,175 ms
188.114.98.94:7103,0.00%,175 ms
188.114.97.37:3138,0.00%,175 ms
188.114.99.249:928,0.00%,175 ms
188.114.96.94:8319,0.00%,175 ms
188.114.98.15:1002,0.00%,175 ms
188.114.96.135:890,0.00%,175 ms
188.114.97.25:894,0.00%,175 ms
162.159.192.240:988,0.00%,175 ms
162.159.195.198:2506,0.00%,175 ms
188.114.99.171:500,0.00%,175 ms
188.114.98.77:946,0.00%,175 ms
188.114.97.135:3581,0.00%,175 ms
188.114.96.94:7152,0.00%,175 ms
188.114.96.130:1074,0.00%,175 ms
162.159.195.224:1180,0.00%,175 ms
162.159.195.155:988,0.00%,175 ms
